name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
"Examine ALL of the environment variables including Globals, locals and shell options.","Examine ALL of the environment variables including Globals, locals and shell options.",0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q06_examine_all_of_the_environment_variables_including_glo""},""autograde"":{""enabled"":true,""commands"":[""set""]}}","[{""type"": ""static"", ""content"": ""lab08_q06_examine_all_of_the_environment_variables_including_glo""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `examine`."", ""cost"": 25}]"
Create a new environment variable called MYVAR with a value of 10,Create a new environment variable called MYVAR with a value of 10,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q07_create_a_new_environment_variable_called_myvar_with_a""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab08_q07_create_a_new_environment_variable_called_myvar_with_a""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Examine the contents of MYVAR with echo,Examine the contents of MYVAR with echo,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q08_examine_the_contents_of_myvar_with_echo""},""autograde"":{""enabled"":true,""commands"":[""echo $MYVAR""]}}","[{""type"": ""static"", ""content"": ""lab08_q08_examine_the_contents_of_myvar_with_echo""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `examine`."", ""cost"": 25}]"
Examine ALL of the global variables,Examine ALL of the global variables,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q09_examine_all_of_the_global_variables""},""autograde"":{""enabled"":true,""commands"":[""env""]}}","[{""type"": ""static"", ""content"": ""lab08_q09_examine_all_of_the_global_variables""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `examine`."", ""cost"": 25}]"
Make a custom variable global,Make a custom variable global,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q10_make_a_custom_variable_global""},""autograde"":{""enabled"":true,""commands"":[""export MYVAR""]}}","[{""type"": ""static"", ""content"": ""lab08_q10_make_a_custom_variable_global""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `make`."", ""cost"": 25}]"
Run env again to see that MYVAR is now an exported global variable!,Run env again to see that MYVAR is now an exported global variable!,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q11_run_env_again_to_see_that_myvar_is_now_an_exported_glo""},""autograde"":{""enabled"":true,""commands"":[""env""]}}","[{""type"": ""static"", ""content"": ""lab08_q11_run_env_again_to_see_that_myvar_is_now_an_exported_glo""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `run`."", ""cost"": 25}]"
Change shell prompt display,Change shell prompt display,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q12_change_shell_prompt_display""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab08_q12_change_shell_prompt_display""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Use NANO to change the prompt for your account permanently,Use NANO to change the prompt for your account permanently,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q13_use_nano_to_change_the_prompt_for_your_account_permane""},""autograde"":{""enabled"":true,""commands"":[""nano /home/student/.profile""]}}","[{""type"": ""static"", ""content"": ""lab08_q13_use_nano_to_change_the_prompt_for_your_account_permane""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Switch to the student2 user and check the prompt,Switch to the student2 user and check the prompt,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q14_switch_to_the_student2_user_and_check_the_prompt""},""autograde"":{""enabled"":true,""commands"":[""su student2""]}}","[{""type"": ""static"", ""content"": ""lab08_q14_switch_to_the_student2_user_and_check_the_prompt""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `switch`."", ""cost"": 25}]"
Observe the old prompt is used. Now exit back to the student account.,Observe the old prompt is used. Now exit back to the student account.,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab08_q15_observe_the_old_prompt_is_used_now_exit_back_to_the_st""},""autograde"":{""enabled"":true,""commands"":[""exit""]}}","[{""type"": ""static"", ""content"": ""lab08_q15_observe_the_old_prompt_is_used_now_exit_back_to_the_st""}]","linux,lab08,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `observe`."", ""cost"": 25}]"
"Command Line alias log=""tail /var/log/syslog""","Command Line alias log=""tail /var/log/syslog""",0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab09_q01_command_line_alias_log_tail_var_log_syslog""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab09_q01_command_line_alias_log_tail_var_log_syslog""}]","linux,lab09,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `command`."", ""cost"": 25}]"
View the syslog using tail .,View the syslog using tail .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q01_view_the_syslog_using_tail""},""autograde"":{""enabled"":true,""commands"":[""tail /var/log/syslog""]}}","[{""type"": ""static"", ""content"": ""lab10_q01_view_the_syslog_using_tail""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Redirect the output of the previous command into a file called lastlines .,Redirect the output of the previous command into a file called lastlines .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q02_redirect_the_output_of_the_previous_command_into_a_fil""},""autograde"":{""enabled"":true,""commands"":[""tail /var/log/syslog >lastlines""]}}","[{""type"": ""static"", ""content"": ""lab10_q02_redirect_the_output_of_the_previous_command_into_a_fil""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `redirect`."", ""cost"": 25}]"
View auth.log using tail .,View auth.log using tail .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q03_view_auth_log_using_tail""},""autograde"":{""enabled"":true,""commands"":[""tail /var/log/auth.log""]}}","[{""type"": ""static"", ""content"": ""lab10_q03_view_auth_log_using_tail""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Append the ouput of the last command onto lastlines .,Append the ouput of the last command onto lastlines .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q04_append_the_ouput_of_the_last_command_onto_lastlines""},""autograde"":{""enabled"":true,""commands"":[""tail /var/log/auth.log >>lastlines""]}}","[{""type"": ""static"", ""content"": ""lab10_q04_append_the_ouput_of_the_last_command_onto_lastlines""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `append`."", ""cost"": 25}]"
Attempt to view the contents of a non-existent file using tail .,Attempt to view the contents of a non-existent file using tail .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q05_attempt_to_view_the_contents_of_a_non_existent_file_us""},""autograde"":{""enabled"":true,""commands"":[""tail /var/log/mylog""]}}","[{""type"": ""static"", ""content"": ""lab10_q05_attempt_to_view_the_contents_of_a_non_existent_file_us""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `attempt`."", ""cost"": 25}]"
Redirect the error from the last command into a file called errorout .,Redirect the error from the last command into a file called errorout .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q06_redirect_the_error_from_the_last_command_into_a_file_c""},""autograde"":{""enabled"":true,""commands"":[""tail /var/log/mylog 2> errorout""]}}","[{""type"": ""static"", ""content"": ""lab10_q06_redirect_the_error_from_the_last_command_into_a_file_c""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `redirect`."", ""cost"": 25}]"
Cat the file called errorout to view redirected error message.,Cat the file called errorout to view redirected error message.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q07_cat_the_file_called_errorout_to_view_redirected_error""},""autograde"":{""enabled"":true,""commands"":[""cat errorout""]}}","[{""type"": ""static"", ""content"": ""lab10_q07_cat_the_file_called_errorout_to_view_redirected_error""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `cat`."", ""cost"": 25}]"
"Use cat to write the following values (without quotes) to a file: ""cabbage"", ""xerox"", ""tiger"", and ""apple"".","Use cat to write the following values (without quotes) to a file: ""cabbage"", ""xerox"", ""tiger"", and ""apple"".",0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q08_use_cat_to_write_the_following_values_without_quotes_t""},""autograde"":{""enabled"":true,""commands"":[""cat > ~/testinput""]}}","[{""type"": ""static"", ""content"": ""lab10_q08_use_cat_to_write_the_following_values_without_quotes_t""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Verify cat redirected the text to the file you created.,Verify cat redirected the text to the file you created.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q09_verify_cat_redirected_the_text_to_the_file_you_created""},""autograde"":{""enabled"":true,""commands"":[""cat ~/testinput""]}}","[{""type"": ""static"", ""content"": ""lab10_q09_verify_cat_redirected_the_text_to_the_file_you_created""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Sort from the file you created using redirection,Sort from the file you created using redirection,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q10_sort_from_the_file_you_created_using_redirection""},""autograde"":{""enabled"":true,""commands"":[""sort < testinput""]}}","[{""type"": ""static"", ""content"": ""lab10_q10_sort_from_the_file_you_created_using_redirection""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `sort`."", ""cost"": 25}]"
Find files named user.conf,Find files named user.conf,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q11_find_files_named_user_conf""},""autograde"":{""enabled"":true,""commands"":[""find / -name \""user.conf\""""]}}","[{""type"": ""static"", ""content"": ""lab10_q11_find_files_named_user_conf""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `find`."", ""cost"": 25}]"
Redirect error output to null,Redirect error output to null,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab10_q12_redirect_error_output_to_null""},""autograde"":{""enabled"":true,""commands"":[""find / -name \""user.conf\""""]}}","[{""type"": ""static"", ""content"": ""lab10_q12_redirect_error_output_to_null""}]","linux,lab10,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `redirect`."", ""cost"": 25}]"
"Use cat and grep to search syslog for the word "" kernel ""","Use cat and grep to search syslog for the word "" kernel """,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q01_use_cat_and_grep_to_search_syslog_for_the_word_kernel""},""autograde"":{""enabled"":true,""commands"":[""cat /var/log/syslog | grep""]}}","[{""type"": ""static"", ""content"": ""lab11_q01_use_cat_and_grep_to_search_syslog_for_the_word_kernel""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Pipe the output of grep to more .,Pipe the output of grep to more .,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q02_pipe_the_output_of_grep_to_more""},""autograde"":{""enabled"":true,""commands"":[""cat /var/log/syslog | grep""]}}","[{""type"": ""static"", ""content"": ""lab11_q02_pipe_the_output_of_grep_to_more""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `pipe`."", ""cost"": 25}]"
Count the number of items found within the syslog file.,Count the number of items found within the syslog file.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q03_count_the_number_of_items_found_within_the_syslog_file""},""autograde"":{""enabled"":true,""commands"":[""cat /var/log/syslog | grep""]}}","[{""type"": ""static"", ""content"": ""lab11_q03_count_the_number_of_items_found_within_the_syslog_file""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `count`."", ""cost"": 25}]"
Use grep without cat on a binary file.,Use grep without cat on a binary file.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q04_use_grep_without_cat_on_a_binary_file""},""autograde"":{""enabled"":true,""commands"":[""grep open -a /var/log/auth.log""]}}","[{""type"": ""static"", ""content"": ""lab11_q04_use_grep_without_cat_on_a_binary_file""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use tee to send the output of grep to both a file and the terminal.,Use tee to send the output of grep to both a file and the terminal.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q05_use_tee_to_send_the_output_of_grep_to_both_a_file_and""},""autograde"":{""enabled"":true,""commands"":[""grep open -a /var/log/auth.log""]}}","[{""type"": ""static"", ""content"": ""lab11_q05_use_tee_to_send_the_output_of_grep_to_both_a_file_and""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Verify redirected text to open.txt file.,Verify redirected text to open.txt file.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q06_verify_redirected_text_to_open_txt_file""},""autograde"":{""enabled"":true,""commands"":[""cat ~/open.txt""]}}","[{""type"": ""static"", ""content"": ""lab11_q06_verify_redirected_text_to_open_txt_file""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Witness the power of piping,Witness the power of piping,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab11_q07_witness_the_power_of_piping""},""autograde"":{""enabled"":true,""commands"":[""grep systemd /var/log/syslog |""]}}","[{""type"": ""static"", ""content"": ""lab11_q07_witness_the_power_of_piping""}]","linux,lab11,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `witness`."", ""cost"": 25}]"
What files are present in your home directory?,What files are present in your home directory?,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q01_what_files_are_present_in_your_home_directory""},""autograde"":{""enabled"":true,""commands"":[""ls -a ~""]}}","[{""type"": ""static"", ""content"": ""lab12_q01_what_files_are_present_in_your_home_directory""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `what`."", ""cost"": 25}]"
What commands are being stored in history?,What commands are being stored in history?,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q02_what_commands_are_being_stored_in_history""},""autograde"":{""enabled"":true,""commands"":[""history""]}}","[{""type"": ""static"", ""content"": ""lab12_q02_what_commands_are_being_stored_in_history""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `what`."", ""cost"": 25}]"
Check file listing in home directory.,Check file listing in home directory.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q03_check_file_listing_in_home_directory""},""autograde"":{""enabled"":true,""commands"":[""ls -a ~""]}}","[{""type"": ""static"", ""content"": ""lab12_q03_check_file_listing_in_home_directory""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `check`."", ""cost"": 25}]"
Create a new file with echo and text redirection,Create a new file with echo and text redirection,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q04_create_a_new_file_with_echo_and_text_redirection""},""autograde"":{""enabled"":true,""commands"":[""echo asdf > ~/.bash_history""]}}","[{""type"": ""static"", ""content"": ""lab12_q04_create_a_new_file_with_echo_and_text_redirection""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Run history to see if the history command reads from .bash_history file.,Run history to see if the history command reads from .bash_history file.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q05_run_history_to_see_if_the_history_command_reads_from_b""},""autograde"":{""enabled"":true,""commands"":[""history""]}}","[{""type"": ""static"", ""content"": ""lab12_q05_run_history_to_see_if_the_history_command_reads_from_b""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `run`."", ""cost"": 25}]"
Open a second bash shell.,Open a second bash shell.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q06_open_a_second_bash_shell""},""autograde"":{""enabled"":true,""commands"":[""bash""]}}","[{""type"": ""static"", ""content"": ""lab12_q06_open_a_second_bash_shell""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `open`."", ""cost"": 25}]"
Run history on second bash shell.,Run history on second bash shell.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q07_run_history_on_second_bash_shell""},""autograde"":{""enabled"":true,""commands"":[""history""]}}","[{""type"": ""static"", ""content"": ""lab12_q07_run_history_on_second_bash_shell""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `run`."", ""cost"": 25}]"
Exit the second bash shell into the first bash shell.,Exit the second bash shell into the first bash shell.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q08_exit_the_second_bash_shell_into_the_first_bash_shell""},""autograde"":{""enabled"":true,""commands"":[""exit""]}}","[{""type"": ""static"", ""content"": ""lab12_q08_exit_the_second_bash_shell_into_the_first_bash_shell""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `exit`."", ""cost"": 25}]"
Use an alternate method to list the commands you've entered.,Use an alternate method to list the commands you've entered.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q09_use_an_alternate_method_to_list_the_commands_you_ve_en""},""autograde"":{""enabled"":true,""commands"":[""fc -l""]}}","[{""type"": ""static"", ""content"": ""lab12_q09_use_an_alternate_method_to_list_the_commands_you_ve_en""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Check for bash commands from bash shell that we just exited.,Check for bash commands from bash shell that we just exited.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q10_check_for_bash_commands_from_bash_shell_that_we_just_e""},""autograde"":{""enabled"":true,""commands"":[""cat ~/.bash_history""]}}","[{""type"": ""static"", ""content"": ""lab12_q10_check_for_bash_commands_from_bash_shell_that_we_just_e""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `check`."", ""cost"": 25}]"
Clear the history from memory,Clear the history from memory,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q11_clear_the_history_from_memory""},""autograde"":{""enabled"":true,""commands"":[""history -c""]}}","[{""type"": ""static"", ""content"": ""lab12_q11_clear_the_history_from_memory""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `clear`."", ""cost"": 25}]"
